D,Y,Dt,Wkd,CM,C,Com,TM,M,V,CL
Exports,2017,17/04/2017,Monday,13/04/2020,China,Forestry,All,Tonnes,24000,2803000
Exports,2017,18/04/2017,Tuesday,14/04/2020,China,Forestry,All,Tonnes,57000,2860000
Exports,2017,19/04/2017,Wednesday,15/04/2020,China,Forestry,All,Tonnes,28000,2888000
Exports,2017,20/04/2017,Thursday,16/04/2020,China,Forestry,All,Tonnes,29000,2916000
Exports,2017,21/04/2017,Friday,17/04/2020,China,Forestry,All,Tonnes,53000,2969000
Exports,2017,22/04/2017,Saturday,18/04/2020,China,Forestry,All,Tonnes,24000,2993000
Exports,2017,23/04/2017,Sunday,19/04/2020,China,Forestry,All,Tonnes,25000,3018000
Exports,2017,24/04/2017,Monday,20/04/2020,China,Forestry,All,Tonnes,69000,3087000
Exports,2017,25/04/2017,Tuesday,21/04/2020,China,Forestry,All,Tonnes,10000,3098000
Exports,2017,26/04/2017,Wednesday,22/04/2020,China,Forestry,All,Tonnes,86000,3183000
Exports,2017,27/04/2017,Thursday,23/04/2020,China,Forestry,All,Tonnes,0,3184000
Exports,2017,28/04/2017,Friday,24/04/2020,China,Forestry,All,Tonnes,92000,3276000
Exports,2017,29/04/2017,Saturday,25/04/2020,China,Forestry,All,Tonnes,47000,3323000
Exports,2017,30/04/2017,Sunday,26/04/2020,China,Forestry,All,Tonnes,2000,3325000
Exports,2017,01/05/2017,Monday,27/04/2020,China,Forestry,All,Tonnes,96000,3421000
Exports,2017,02/05/2017,Tuesday,28/04/2020,China,Forestry,All,Tonnes,40000,3461000
Exports,2017,03/05/2017,Wednesday,29/04/2020,China,Forestry,All,Tonnes,36000,3497000
Exports,2017,04/05/2017,Thursday,30/04/2020,China,Forestry,All,Tonnes,12000,3509000
Exports,2017,05/05/2017,Friday,01/05/2020,China,Forestry,All,Tonnes,2000,3511000
Exports,2017,06/05/2017,Saturday,02/05/2020,China,Forestry,All,Tonnes,10000,3521000
Exports,2017,07/05/2017,Sunday,03/05/2020,China,Forestry,All,Tonnes,1000,3522000
Exports,2017,08/05/2017,Monday,04/05/2020,China,Forestry,All,Tonnes,3000,3524000
Exports,2017,09/05/2017,Tuesday,05/05/2020,China,Forestry,All,Tonnes,42000,3567000
Exports,2017,10/05/2017,Wednesday,06/05/2020,China,Forestry,All,Tonnes,25000,3591000
Exports,2017,11/05/2017,Thursday,07/05/2020,China,Forestry,All,Tonnes,16000,3607000
Exports,2017,12/05/2017,Friday,08/05/2020,China,Forestry,All,Tonnes,45000,3652000
Exports,2017,13/05/2017,Saturday,09/05/2020,China,Forestry,All,Tonnes,82000,3734000
Exports,2017,14/05/2017,Sunday,10/05/2020,China,Forestry,All,Tonnes,2000,3737000
Exports,2017,15/05/2017,Monday,11/05/2020,China,Forestry,All,Tonnes,39000,3775000
Exports,2017,16/05/2017,Tuesday,12/05/2020,China,Forestry,All,Tonnes,58000,3833000
Exports,2017,17/05/2017,Wednesday,13/05/2020,China,Forestry,All,Tonnes,1000,3834000
Exports,2017,18/05/2017,Thursday,14/05/2020,China,Forestry,All,Tonnes,40000,3874000
Exports,2017,19/05/2017,Friday,15/05/2020,China,Forestry,All,Tonnes,39000,3913000
Exports,2017,20/05/2017,Saturday,16/05/2020,China,Forestry,All,Tonnes,56000,3968000
Exports,2017,21/05/2017,Sunday,17/05/2020,China,Forestry,All,Tonnes,56000,4024000
Exports,2017,22/05/2017,Monday,18/05/2020,China,Forestry,All,Tonnes,13000,4036000
Exports,2017,23/05/2017,Tuesday,19/05/2020,China,Forestry,All,Tonnes,69000,4105000
Exports,2017,24/05/2017,Wednesday,20/05/2020,China,Forestry,All,Tonnes,19000,4124000
Exports,2018,03/02/2018,Saturday,01/02/2020,China,Forestry,All,Tonnes,10000,10000
Exports,2018,04/02/2018,Sunday,02/02/2020,China,Forestry,All,Tonnes,0,11000
Exports,2018,05/02/2018,Monday,03/02/2020,China,Forestry,All,Tonnes,36000,47000
Exports,2018,06/02/2018,Tuesday,04/02/2020,China,Forestry,All,Tonnes,67000,115000
Exports,2018,07/02/2018,Wednesday,05/02/2020,China,Forestry,All,Tonnes,45000,159000
Exports,2018,08/02/2018,Thursday,06/02/2020,China,Forestry,All,Tonnes,31000,190000
Exports,2018,09/02/2018,Friday,07/02/2020,China,Forestry,All,Tonnes,47000,237000
Exports,2018,10/02/2018,Saturday,08/02/2020,China,Forestry,All,Tonnes,54000,291000
Exports,2018,11/02/2018,Sunday,09/02/2020,China,Forestry,All,Tonnes,75000,366000
Exports,2018,12/02/2018,Monday,10/02/2020,China,Forestry,All,Tonnes,10000,376000
Exports,2018,13/02/2018,Tuesday,11/02/2020,China,Forestry,All,Tonnes,139000,515000
Exports,2018,14/02/2018,Wednesday,12/02/2020,China,Forestry,All,Tonnes,18000,533000
Exports,2018,15/02/2018,Thursday,13/02/2020,China,Forestry,All,Tonnes,8000,541000
Exports,2018,16/02/2018,Friday,14/02/2020,China,Forestry,All,Tonnes,30000,571000
Exports,2018,17/02/2018,Saturday,15/02/2020,China,Forestry,All,Tonnes,72000,642000
Exports,2018,18/02/2018,Sunday,16/02/2020,China,Forestry,All,Tonnes,1000,644000
Exports,2018,19/02/2018,Monday,17/02/2020,China,Forestry,All,Tonnes,43000,687000
Exports,2018,20/02/2018,Tuesday,18/02/2020,China,Forestry,All,Tonnes,98000,785000
Exports,2018,21/02/2018,Wednesday,19/02/2020,China,Forestry,All,Tonnes,11000,796000
Exports,2018,22/02/2018,Thursday,20/02/2020,China,Forestry,All,Tonnes,8000,805000
Exports,2018,23/02/2018,Friday,21/02/2020,China,Forestry,All,Tonnes,61000,866000
Exports,2018,24/02/2018,Saturday,22/02/2020,China,Forestry,All,Tonnes,64000,930000
Exports,2018,25/02/2018,Sunday,23/02/2020,China,Forestry,All,Tonnes,68000,997000
Exports,2018,26/02/2018,Monday,24/02/2020,China,Forestry,All,Tonnes,37000,1035000
Exports,2018,27/02/2018,Tuesday,25/02/2020,China,Forestry,All,Tonnes,61000,1096000
Exports,2018,28/02/2018,Wednesday,26/02/2020,China,Forestry,All,Tonnes,66000,1162000
Exports,2018,01/03/2018,Thursday,27/02/2020,China,Forestry,All,Tonnes,21000,1184000
Exports,2018,02/03/2018,Friday,28/02/2020,China,Forestry,All,Tonnes,50000,1234000
Exports,2018,03/03/2018,Saturday,29/02/2020,China,Forestry,All,Tonnes,70000,1304000
Exports,2018,04/03/2018,Sunday,01/03/2020,China,Forestry,All,Tonnes,22000,1325000
Exports,2018,05/03/2018,Monday,02/03/2020,China,Forestry,All,Tonnes,32000,1358000
Exports,2018,06/03/2018,Tuesday,03/03/2020,China,Forestry,All,Tonnes,57000,1415000
Exports,2018,07/03/2018,Wednesday,04/03/2020,China,Forestry,All,Tonnes,20000,1435000
Exports,2018,08/03/2018,Thursday,05/03/2020,China,Forestry,All,Tonnes,73000,1508000
Exports,2018,09/03/2018,Friday,06/03/2020,China,Forestry,All,Tonnes,74000,1581000
Exports,2018,10/03/2018,Saturday,07/03/2020,China,Forestry,All,Tonnes,25000,1606000
Exports,2018,11/03/2018,Sunday,08/03/2020,China,Forestry,All,Tonnes,41000,1647000
Exports,2018,12/03/2018,Monday,09/03/2020,China,Forestry,All,Tonnes,172000,1820000
Exports,2018,14/03/2018,Wednesday,11/03/2020,China,Forestry,All,Tonnes,11000,1831000
Exports,2018,15/03/2018,Thursday,12/03/2020,China,Forestry,All,Tonnes,42000,1873000
Exports,2018,16/03/2018,Friday,13/03/2020,China,Forestry,All,Tonnes,44000,1916000
Exports,2018,17/03/2018,Saturday,14/03/2020,China,Forestry,All,Tonnes,21000,1937000
Exports,2018,18/03/2018,Sunday,15/03/2020,China,Forestry,All,Tonnes,36000,1973000
Exports,2018,19/03/2018,Monday,16/03/2020,China,Forestry,All,Tonnes,25000,1998000
Exports,2018,20/03/2018,Tuesday,17/03/2020,China,Forestry,All,Tonnes,42000,2040000
Exports,2018,21/03/2018,Wednesday,18/03/2020,China,Forestry,All,Tonnes,30000,2069000
Exports,2018,22/03/2018,Thursday,19/03/2020,China,Forestry,All,Tonnes,90000,2159000
Exports,2018,23/03/2018,Friday,20/03/2020,China,Forestry,All,Tonnes,39000,2198000
Exports,2018,24/03/2018,Saturday,21/03/2020,China,Forestry,All,Tonnes,99000,2298000
Exports,2018,25/03/2018,Sunday,22/03/2020,China,Forestry,All,Tonnes,32000,2329000
Exports,2018,26/03/2018,Monday,23/03/2020,China,Forestry,All,Tonnes,57000,2387000
Exports,2018,27/03/2018,Tuesday,24/03/2020,China,Forestry,All,Tonnes,60000,2447000
Exports,2018,28/03/2018,Wednesday,25/03/2020,China,Forestry,All,Tonnes,69000,2516000
Exports,2018,29/03/2018,Thursday,26/03/2020,China,Forestry,All,Tonnes,46000,2562000
Exports,2018,30/03/2018,Friday,27/03/2020,China,Forestry,All,Tonnes,48000,2610000
Exports,2018,31/03/2018,Saturday,28/03/2020,China,Forestry,All,Tonnes,49000,2659000
Exports,2018,01/04/2018,Sunday,29/03/2020,China,Forestry,All,Tonnes,2000,2661000
Exports,2018,02/04/2018,Monday,30/03/2020,China,Forestry,All,Tonnes,69000,2730000
Exports,2018,03/04/2018,Tuesday,31/03/2020,China,Forestry,All,Tonnes,2000,2732000
Exports,2018,04/04/2018,Wednesday,01/04/2020,China,Forestry,All,Tonnes,40000,2772000
Exports,2018,05/04/2018,Thursday,02/04/2020,China,Forestry,All,Tonnes,23000,2796000
Exports,2018,06/04/2018,Friday,03/04/2020,China,Forestry,All,Tonnes,173000,2968000
Exports,2018,07/04/2018,Saturday,04/04/2020,China,Forestry,All,Tonnes,20000,2988000
Exports,2018,08/04/2018,Sunday,05/04/2020,China,Forestry,All,Tonnes,84000,3073000
Exports,2018,09/04/2018,Monday,06/04/2020,China,Forestry,All,Tonnes,0,3073000
Exports,2018,10/04/2018,Tuesday,07/04/2020,China,Forestry,All,Tonnes,80000,3154000
Exports,2018,11/04/2018,Wednesday,08/04/2020,China,Forestry,All,Tonnes,48000,3202000
Exports,2018,12/04/2018,Thursday,09/04/2020,China,Forestry,All,Tonnes,19000,3221000
Exports,2018,13/04/2018,Friday,10/04/2020,China,Forestry,All,Tonnes,58000,3279000
Exports,2018,14/04/2018,Saturday,11/04/2020,China,Forestry,All,Tonnes,40000,3319000
Exports,2018,15/04/2018,Sunday,12/04/2020,China,Forestry,All,Tonnes,28000,3347000
Exports,2018,16/04/2018,Monday,13/04/2020,China,Forestry,All,Tonnes,40000,3386000
Exports,2018,17/04/2018,Tuesday,14/04/2020,China,Forestry,All,Tonnes,25000,3412000
Exports,2018,18/04/2018,Wednesday,15/04/2020,China,Forestry,All,Tonnes,60000,3471000
Exports,2018,19/04/2018,Thursday,16/04/2020,China,Forestry,All,Tonnes,1000,3472000
Exports,2018,20/04/2018,Friday,17/04/2020,China,Forestry,All,Tonnes,57000,3529000
Exports,2018,21/04/2018,Saturday,18/04/2020,China,Forestry,All,Tonnes,72000,3601000
Exports,2018,22/04/2018,Sunday,19/04/2020,China,Forestry,All,Tonnes,57000,3658000
Exports,2018,23/04/2018,Monday,20/04/2020,China,Forestry,All,Tonnes,29000,3687000
Exports,2018,24/04/2018,Tuesday,21/04/2020,China,Forestry,All,Tonnes,149000,3837000
Exports,2018,25/04/2018,Wednesday,22/04/2020,China,Forestry,All,Tonnes,50000,3887000
Exports,2018,26/04/2018,Thursday,23/04/2020,China,Forestry,All,Tonnes,86000,3973000
Exports,2018,27/04/2018,Friday,24/04/2020,China,Forestry,All,Tonnes,27000,4000000
Exports,2018,28/04/2018,Saturday,25/04/2020,China,Forestry,All,Tonnes,37000,4036000
Exports,2018,29/04/2018,Sunday,26/04/2020,China,Forestry,All,Tonnes,11000,4047000
Exports,2018,30/04/2018,Monday,27/04/2020,China,Forestry,All,Tonnes,2000,4049000
Exports,2018,01/05/2018,Tuesday,28/04/2020,China,Forestry,All,Tonnes,54000,4103000
Exports,2018,02/05/2018,Wednesday,29/04/2020,China,Forestry,All,Tonnes,17000,4119000
Exports,2018,03/05/2018,Thursday,30/04/2020,China,Forestry,All,Tonnes,20000,4139000
Exports,2018,04/05/2018,Friday,01/05/2020,China,Forestry,All,Tonnes,1000,4141000
Exports,2018,05/05/2018,Saturday,02/05/2020,China,Forestry,All,Tonnes,35000,4176000
Exports,2018,06/05/2018,Sunday,03/05/2020,China,Forestry,All,Tonnes,1000,4177000
Exports,2018,07/05/2018,Monday,04/05/2020,China,Forestry,All,Tonnes,35000,4212000
Exports,2018,08/05/2018,Tuesday,05/05/2020,China,Forestry,All,Tonnes,78000,4290000
Exports,2018,09/05/2018,Wednesday,06/05/2020,China,Forestry,All,Tonnes,105000,4395000
Exports,2018,10/05/2018,Thursday,07/05/2020,China,Forestry,All,Tonnes,50000,4445000
Exports,2018,11/05/2018,Friday,08/05/2020,China,Forestry,All,Tonnes,94000,4540000
Exports,2018,12/05/2018,Saturday,09/05/2020,China,Forestry,All,Tonnes,46000,4585000
Exports,2018,13/05/2018,Sunday,10/05/2020,China,Forestry,All,Tonnes,24000,4610000
Exports,2018,14/05/2018,Monday,11/05/2020,China,Forestry,All,Tonnes,77000,4687000
Exports,2018,15/05/2018,Tuesday,12/05/2020,China,Forestry,All,Tonnes,72000,4759000
Exports,2018,16/05/2018,Wednesday,13/05/2020,China,Forestry,All,Tonnes,13000,4772000
Exports,2018,17/05/2018,Thursday,14/05/2020,China,Forestry,All,Tonnes,23000,4795000
Exports,2018,18/05/2018,Friday,15/05/2020,China,Forestry,All,Tonnes,28000,4823000
Exports,2018,19/05/2018,Saturday,16/05/2020,China,Forestry,All,Tonnes,29000,4852000
Exports,2018,20/05/2018,Sunday,17/05/2020,China,Forestry,All,Tonnes,14000,4866000
Exports,2018,21/05/2018,Monday,18/05/2020,China,Forestry,All,Tonnes,14000,4880000
Exports,2018,22/05/2018,Tuesday,19/05/2020,China,Forestry,All,Tonnes,66000,4946000
Exports,2018,23/05/2018,Wednesday,20/05/2020,China,Forestry,All,Tonnes,50000,4996000
Exports,2019,02/02/2019,Saturday,01/02/2020,China,Forestry,All,Tonnes,34000,34000
Exports,2019,03/02/2019,Sunday,02/02/2020,China,Forestry,All,Tonnes,4000,37000
Exports,2019,04/02/2019,Monday,03/02/2020,China,Forestry,All,Tonnes,72000,110000
Exports,2019,05/02/2019,Tuesday,04/02/2020,China,Forestry,All,Tonnes,44000,154000
Exports,2019,06/02/2019,Wednesday,05/02/2020,China,Forestry,All,Tonnes,21000,175000
Exports,2019,07/02/2019,Thursday,06/02/2020,China,Forestry,All,Tonnes,29000,204000
Exports,2019,08/02/2019,Friday,07/02/2020,China,Forestry,All,Tonnes,127000,331000
Exports,2019,09/02/2019,Saturday,08/02/2020,China,Forestry,All,Tonnes,39000,369000
Exports,2019,10/02/2019,Sunday,09/02/2020,China,Forestry,All,Tonnes,40000,410000
Exports,2019,11/02/2019,Monday,10/02/2020,China,Forestry,All,Tonnes,14000,424000
Exports,2019,12/02/2019,Tuesday,11/02/2020,China,Forestry,All,Tonnes,59000,483000
Exports,2019,13/02/2019,Wednesday,12/02/2020,China,Forestry,All,Tonnes,98000,581000
Exports,2019,14/02/2019,Thursday,13/02/2020,China,Forestry,All,Tonnes,53000,634000
Exports,2019,15/02/2019,Friday,14/02/2020,China,Forestry,All,Tonnes,125000,759000
Exports,2019,16/02/2019,Saturday,15/02/2020,China,Forestry,All,Tonnes,40000,800000
Exports,2019,17/02/2019,Sunday,16/02/2020,China,Forestry,All,Tonnes,47000,846000
Exports,2019,18/02/2019,Monday,17/02/2020,China,Forestry,All,Tonnes,64000,910000
Exports,2019,19/02/2019,Tuesday,18/02/2020,China,Forestry,All,Tonnes,71000,981000
Exports,2019,20/02/2019,Wednesday,19/02/2020,China,Forestry,All,Tonnes,34000,1015000
Exports,2019,21/02/2019,Thursday,20/02/2020,China,Forestry,All,Tonnes,10000,1025000
Exports,2019,22/02/2019,Friday,21/02/2020,China,Forestry,All,Tonnes,63000,1088000
Exports,2019,23/02/2019,Saturday,22/02/2020,China,Forestry,All,Tonnes,38000,1126000
Exports,2019,24/02/2019,Sunday,23/02/2020,China,Forestry,All,Tonnes,7000,1134000
Exports,2019,25/02/2019,Monday,24/02/2020,China,Forestry,All,Tonnes,48000,1181000
Exports,2019,26/02/2019,Tuesday,25/02/2020,China,Forestry,All,Tonnes,76000,1257000
Exports,2019,27/02/2019,Wednesday,26/02/2020,China,Forestry,All,Tonnes,116000,1373000
Exports,2019,28/02/2019,Thursday,27/02/2020,China,Forestry,All,Tonnes,46000,1419000
Exports,2019,01/03/2019,Friday,28/02/2020,China,Forestry,All,Tonnes,19000,1438000
Exports,2019,02/03/2019,Saturday,29/02/2020,China,Forestry,All,Tonnes,44000,1481000
Exports,2019,03/03/2019,Sunday,01/03/2020,China,Forestry,All,Tonnes,93000,1575000
Exports,2019,04/03/2019,Monday,02/03/2020,China,Forestry,All,Tonnes,35000,1609000
Exports,2019,05/03/2019,Tuesday,03/03/2020,China,Forestry,All,Tonnes,69000,1679000
Exports,2019,06/03/2019,Wednesday,04/03/2020,China,Forestry,All,Tonnes,142000,1821000
Exports,2019,07/03/2019,Thursday,05/03/2020,China,Forestry,All,Tonnes,23000,1844000
Exports,2019,08/03/2019,Friday,06/03/2020,China,Forestry,All,Tonnes,40000,1884000
Exports,2019,09/03/2019,Saturday,07/03/2020,China,Forestry,All,Tonnes,20000,1904000
Exports,2019,10/03/2019,Sunday,08/03/2020,China,Forestry,All,Tonnes,41000,1945000
Exports,2019,11/03/2019,Monday,09/03/2020,China,Forestry,All,Tonnes,38000,1983000
Exports,2019,12/03/2019,Tuesday,10/03/2020,China,Forestry,All,Tonnes,125000,2108000
Exports,2019,13/03/2019,Wednesday,11/03/2020,China,Forestry,All,Tonnes,6000,2114000
Exports,2019,14/03/2019,Thursday,12/03/2020,China,Forestry,All,Tonnes,37000,2150000
Exports,2019,15/03/2019,Friday,13/03/2020,China,Forestry,All,Tonnes,69000,2219000
Exports,2019,16/03/2019,Saturday,14/03/2020,China,Forestry,All,Tonnes,26000,2246000
Exports,2019,17/03/2019,Sunday,15/03/2020,China,Forestry,All,Tonnes,2000,2247000
Exports,2019,18/03/2019,Monday,16/03/2020,China,Forestry,All,Tonnes,73000,2320000
Exports,2019,19/03/2019,Tuesday,17/03/2020,China,Forestry,All,Tonnes,26000,2347000
Exports,2019,20/03/2019,Wednesday,18/03/2020,China,Forestry,All,Tonnes,17000,2363000
Exports,2019,21/03/2019,Thursday,19/03/2020,China,Forestry,All,Tonnes,78000,2442000
Exports,2019,22/03/2019,Friday,20/03/2020,China,Forestry,All,Tonnes,49000,2491000
Exports,2019,23/03/2019,Saturday,21/03/2020,China,Forestry,All,Tonnes,68000,2559000
Exports,2019,24/03/2019,Sunday,22/03/2020,China,Forestry,All,Tonnes,72000,2631000
Exports,2019,25/03/2019,Monday,23/03/2020,China,Forestry,All,Tonnes,118000,2749000
Exports,2019,26/03/2019,Tuesday,24/03/2020,China,Forestry,All,Tonnes,96000,2845000
Exports,2019,27/03/2019,Wednesday,25/03/2020,China,Forestry,All,Tonnes,159000,3004000
Exports,2019,28/03/2019,Thursday,26/03/2020,China,Forestry,All,Tonnes,22000,3025000
Exports,2019,29/03/2019,Friday,27/03/2020,China,Forestry,All,Tonnes,155000,3180000
Exports,2019,30/03/2019,Saturday,28/03/2020,China,Forestry,All,Tonnes,71000,3251000
Exports,2019,31/03/2019,Sunday,29/03/2020,China,Forestry,All,Tonnes,45000,3296000
Exports,2019,01/04/2019,Monday,30/03/2020,China,Forestry,All,Tonnes,40000,3336000
Exports,2019,02/04/2019,Tuesday,31/03/2020,China,Forestry,All,Tonnes,36000,3372000
Exports,2019,03/04/2019,Wednesday,01/04/2020,China,Forestry,All,Tonnes,35000,3407000
Exports,2019,04/04/2019,Thursday,02/04/2020,China,Forestry,All,Tonnes,71000,3478000
Exports,2019,05/04/2019,Friday,03/04/2020,China,Forestry,All,Tonnes,32000,3511000
Exports,2019,06/04/2019,Saturday,04/04/2020,China,Forestry,All,Tonnes,2000,3513000
Exports,2019,07/04/2019,Sunday,05/04/2020,China,Forestry,All,Tonnes,52000,3565000
Exports,2019,08/04/2019,Monday,06/04/2020,China,Forestry,All,Tonnes,86000,3651000
Exports,2019,09/04/2019,Tuesday,07/04/2020,China,Forestry,All,Tonnes,14000,3665000
Exports,2019,10/04/2019,Wednesday,08/04/2020,China,Forestry,All,Tonnes,56000,3720000
Exports,2019,11/04/2019,Thursday,09/04/2020,China,Forestry,All,Tonnes,22000,3742000
Exports,2019,12/04/2019,Friday,10/04/2020,China,Forestry,All,Tonnes,42000,3784000
Exports,2019,13/04/2019,Saturday,11/04/2020,China,Forestry,All,Tonnes,90000,3873000
Exports,2019,14/04/2019,Sunday,12/04/2020,China,Forestry,All,Tonnes,39000,3912000
Exports,2019,15/04/2019,Monday,13/04/2020,China,Forestry,All,Tonnes,123000,4035000
Exports,2019,16/04/2019,Tuesday,14/04/2020,China,Forestry,All,Tonnes,11000,4047000
Exports,2019,17/04/2019,Wednesday,15/04/2020,China,Forestry,All,Tonnes,67000,4113000
Exports,2019,18/04/2019,Thursday,16/04/2020,China,Forestry,All,Tonnes,49000,4162000
Exports,2019,19/04/2019,Friday,17/04/2020,China,Forestry,All,Tonnes,24000,4186000
Exports,2019,20/04/2019,Saturday,18/04/2020,China,Forestry,All,Tonnes,75000,4261000
Exports,2019,21/04/2019,Sunday,19/04/2020,China,Forestry,All,Tonnes,17000,4278000
Exports,2019,22/04/2019,Monday,20/04/2020,China,Forestry,All,Tonnes,1000,4278000
Exports,2019,23/04/2019,Tuesday,21/04/2020,China,Forestry,All,Tonnes,50000,4328000
Exports,2019,24/04/2019,Wednesday,22/04/2020,China,Forestry,All,Tonnes,45000,4373000
Exports,2019,25/04/2019,Thursday,23/04/2020,China,Forestry,All,Tonnes,113000,4487000
Exports,2019,26/04/2019,Friday,24/04/2020,China,Forestry,All,Tonnes,111000,4598000
Exports,2019,27/04/2019,Saturday,25/04/2020,China,Forestry,All,Tonnes,4000,4602000
Exports,2019,28/04/2019,Sunday,26/04/2020,China,Forestry,All,Tonnes,25000,4627000
Exports,2019,29/04/2019,Monday,27/04/2020,China,Forestry,All,Tonnes,61000,4687000
Exports,2019,30/04/2019,Tuesday,28/04/2020,China,Forestry,All,Tonnes,44000,4731000
Exports,2019,01/05/2019,Wednesday,29/04/2020,China,Forestry,All,Tonnes,18000,4749000
Exports,2019,02/05/2019,Thursday,30/04/2020,China,Forestry,All,Tonnes,66000,4815000
Exports,2019,03/05/2019,Friday,01/05/2020,China,Forestry,All,Tonnes,20000,4835000
Exports,2019,04/05/2019,Saturday,02/05/2020,China,Forestry,All,Tonnes,8000,4843000
Exports,2019,05/05/2019,Sunday,03/05/2020,China,Forestry,All,Tonnes,60000,4903000
Exports,2019,06/05/2019,Monday,04/05/2020,China,Forestry,All,Tonnes,76000,4978000
Exports,2019,07/05/2019,Tuesday,05/05/2020,China,Forestry,All,Tonnes,44000,5022000
Exports,2019,08/05/2019,Wednesday,06/05/2020,China,Forestry,All,Tonnes,106000,5128000
Exports,2019,09/05/2019,Thursday,07/05/2020,China,Forestry,All,Tonnes,38000,5166000
Exports,2019,10/05/2019,Friday,08/05/2020,China,Forestry,All,Tonnes,66000,5232000
Exports,2019,11/05/2019,Saturday,09/05/2020,China,Forestry,All,Tonnes,91000,5323000
Exports,2019,12/05/2019,Sunday,10/05/2020,China,Forestry,All,Tonnes,33000,5356000
Exports,2019,13/05/2019,Monday,11/05/2020,China,Forestry,All,Tonnes,41000,5397000
Exports,2019,14/05/2019,Tuesday,12/05/2020,China,Forestry,All,Tonnes,63000,5460000
Exports,2019,15/05/2019,Wednesday,13/05/2020,China,Forestry,All,Tonnes,75000,5535000
Exports,2019,16/05/2019,Thursday,14/05/2020,China,Forestry,All,Tonnes,38000,5574000
Exports,2019,17/05/2019,Friday,15/05/2020,China,Forestry,All,Tonnes,37000,5611000
Exports,2019,18/05/2019,Saturday,16/05/2020,China,Forestry,All,Tonnes,25000,5635000
Exports,2019,19/05/2019,Sunday,17/05/2020,China,Forestry,All,Tonnes,22000,5657000
Exports,2019,20/05/2019,Monday,18/05/2020,China,Forestry,All,Tonnes,100000,5757000
Exports,2019,21/05/2019,Tuesday,19/05/2020,China,Forestry,All,Tonnes,50000,5808000
Exports,2019,22/05/2019,Wednesday,20/05/2020,China,Forestry,All,Tonnes,55000,5863000
Exports,2020,01/02/2020,Saturday,01/02/2020,China,Forestry,All,Tonnes,131000,131000
Exports,2020,02/02/2020,Sunday,02/02/2020,China,Forestry,All,Tonnes,10000,141000
Exports,2020,03/02/2020,Monday,03/02/2020,China,Forestry,All,Tonnes,231000,372000
Exports,2020,04/02/2020,Tuesday,04/02/2020,China,Forestry,All,Tonnes,118000,490000
Exports,2020,05/02/2020,Wednesday,05/02/2020,China,Forestry,All,Tonnes,10000,500000
Exports,2020,06/02/2020,Thursday,06/02/2020,China,Forestry,All,Tonnes,25000,525000
Exports,2020,07/02/2020,Friday,07/02/2020,China,Forestry,All,Tonnes,45000,570000
Exports,2020,08/02/2020,Saturday,08/02/2020,China,Forestry,All,Tonnes,17000,587000
Exports,2020,09/02/2020,Sunday,09/02/2020,China,Forestry,All,Tonnes,0,587000
Exports,2020,10/02/2020,Monday,10/02/2020,China,Forestry,All,Tonnes,41000,628000
Exports,2020,11/02/2020,Tuesday,11/02/2020,China,Forestry,All,Tonnes,11000,639000
Exports,2020,12/02/2020,Wednesday,12/02/2020,China,Forestry,All,Tonnes,9000,648000
Exports,2020,13/02/2020,Thursday,13/02/2020,China,Forestry,All,Tonnes,97000,745000
Exports,2020,14/02/2020,Friday,14/02/2020,China,Forestry,All,Tonnes,15000,760000
Exports,2020,15/02/2020,Saturday,15/02/2020,China,Forestry,All,Tonnes,34000,794000
Exports,2020,16/02/2020,Sunday,16/02/2020,China,Forestry,All,Tonnes,45000,838000
Exports,2020,17/02/2020,Monday,17/02/2020,China,Forestry,All,Tonnes,17000,855000
Exports,2020,18/02/2020,Tuesday,18/02/2020,China,Forestry,All,Tonnes,12000,867000
Exports,2020,19/02/2020,Wednesday,19/02/2020,China,Forestry,All,Tonnes,43000,910000
Exports,2020,20/02/2020,Thursday,20/02/2020,China,Forestry,All,Tonnes,35000,945000
Exports,2020,21/02/2020,Friday,21/02/2020,China,Forestry,All,Tonnes,177000,1122000
Exports,2020,22/02/2020,Saturday,22/02/2020,China,Forestry,All,Tonnes,24000,1146000
Exports,2020,23/02/2020,Sunday,23/02/2020,China,Forestry,All,Tonnes,3000,1150000
Exports,2020,24/02/2020,Monday,24/02/2020,China,Forestry,All,Tonnes,21000,1171000
Exports,2020,25/02/2020,Tuesday,25/02/2020,China,Forestry,All,Tonnes,162000,1333000
Exports,2020,26/02/2020,Wednesday,26/02/2020,China,Forestry,All,Tonnes,0,1333000
Exports,2020,27/02/2020,Thursday,27/02/2020,China,Forestry,All,Tonnes,59000,1392000
Exports,2020,28/02/2020,Friday,28/02/2020,China,Forestry,All,Tonnes,22000,1414000
Exports,2020,29/02/2020,Saturday,29/02/2020,China,Forestry,All,Tonnes,26000,1440000
Exports,2020,01/03/2020,Sunday,01/03/2020,China,Forestry,All,Tonnes,104000,1544000
Exports,2020,02/03/2020,Monday,02/03/2020,China,Forestry,All,Tonnes,27000,1571000
Exports,2020,03/03/2020,Tuesday,03/03/2020,China,Forestry,All,Tonnes,39000,1610000
Exports,2020,04/03/2020,Wednesday,04/03/2020,China,Forestry,All,Tonnes,26000,1636000
Exports,2020,05/03/2020,Thursday,05/03/2020,China,Forestry,All,Tonnes,33000,1669000
Exports,2020,06/03/2020,Friday,06/03/2020,China,Forestry,All,Tonnes,0,1669000
